Date,Open,High,Low,Close
04/02/2024,"42.1644","42.4344","41.9982","42.3820"
04/03/2024,"42.3780","42.4976","42.0784","42.4249"
04/04/2024,"42.4289","42.8171","42.1970","42.4289"
04/05/2024,"42.4249","42.5294","41.9837","42.2160"
04/08/2024,"42.2627","42.5306","42.0416","42.3056"
04/09/2024,"42.2978","42.5385","42.1737","42.3986"
04/10/2024,"42.3947","42.5072","41.7875","41.8499"
04/11/2024,"41.8538","42.4147","41.8265","42.1094"
04/12/2024,"42.1173","42.2530","41.8190","41.9886"
04/15/2024,"42.0202","42.3875","41.8429","42.1262"
04/16/2024,"42.1341","42.3666","41.9290","42.0002"
04/17/2024,"41.9962","42.3482","41.9448","42.3205"
04/18/2024,"42.3244","42.5618","42.0912","42.2055"
04/19/2024,"42.2134","42.7074","42.1738","42.4742"
04/22/2024,"42.4582","42.6207","42.2642","42.4542"
04/23/2024,"42.4662","42.6296","42.1781","42.4315"
04/24/2024,"42.4355","42.4829","42.0357","42.4236"
04/25/2024,"42.4156","42.6538","42.3087","42.5504"
04/26/2024,"42.5544","42.7412","42.3205","42.3958"
04/29/2024,"42.5425","42.7412","42.3680","42.5108"
04/30/2024,"42.5266","42.6737","42.2810","42.2887"
05/01/2024,"42.2927","42.5584","42.1979","42.4830"
05/02/2024,"42.4711","42.5544","42.1977","42.5266"
05/03/2024,"42.5306","42.7121","42.1722","42.4620"
05/06/2024,"42.5094","42.6773","42.2586","42.3780"
05/07/2024,"42.3741","42.5567","42.2193","42.3229"
05/08/2024,"42.3269","42.5380","42.1604","42.4029"
05/09/2024,"42.4068","42.8486","40.9361","42.7487"
05/10/2024,"42.7566","42.9683","42.5173","42.7209"
05/13/2024,"42.7844","43.0360","42.5934","42.7844"
05/14/2024,"42.7883","43.1476","42.6369","43.1237"
05/15/2024,"43.1197","43.1690","42.7264","43.1531"
05/16/2024,"43.1650","43.2047","42.6354","42.7637"
05/17/2024,"42.7676","43.0324","42.6417","42.9889"
05/20/2024,"43.0957","43.3070","42.8565","43.1546"
05/21/2024,"43.1666","43.4517","43.0580","43.2552"
05/22/2024,"43.2592","43.5044","43.0155","43.1317"
05/23/2024,"43.1397","43.5849","43.0918","43.2160"
05/24/2024,"43.2120","43.7576","43.1760","43.5407"
05/27/2024,"43.5849","43.9389","43.4523","43.7136"
05/28/2024,"43.7055","44.1529","43.6612","43.9227"
05/29/2024,"43.9146","44.1439","43.7858","43.8001"
05/30/2024,"43.8042","44.1017","43.6476","44.0382"
05/31/2024,"44.0260","44.3259","43.7568","44.0870"
06/03/2024,"44.1439","44.2525","43.7455","44.1087"
06/04/2024,"44.1047","44.1975","43.6170","43.8988"
06/05/2024,"43.9029","44.0036","43.4923","43.6371"
06/06/2024,"43.6451","43.9513","43.5404","43.7214"
06/07/2024,"43.7334","43.9876","43.4680","43.5365"
06/10/2024,"43.5445","43.8572","43.3501","43.5424"
06/11/2024,"43.5465","43.7821","43.2855","43.5609"
06/12/2024,"43.5568","44.0110","43.3339","43.8326"
06/13/2024,"43.8285","44.2158","43.5841","43.8586"
06/14/2024,"43.8668","44.0528","43.4325","43.6209"
06/17/2024,"43.6331","43.7769","43.4149","43.7472"
06/18/2024,"43.7513","43.7757","43.3442","43.6561"
06/19/2024,"43.6642","43.7594","43.3928","43.5649"
06/20/2024,"43.5690","43.7472","43.3361","43.3946"
06/21/2024,"43.4027","43.6453","43.1080","43.2633"
06/24/2024,"43.2997","43.7513","43.1927","43.6317"
06/25/2024,"43.6480","43.8219","43.4271","43.5626"
06/26/2024,"43.5545","43.6046","43.2027","43.3176"
06/27/2024,"43.3095","43.6005","43.2067","43.4068"
06/28/2024,"43.4108","43.5423","43.2512","43.4473"
07/01/2024,"43.4798","43.9240","43.4025","43.6602"
07/02/2024,"43.6683","43.9578","43.5382","43.7920"
07/03/2024,"43.7839","44.0895","43.6439","43.9673"
07/04/2024,"43.9632","44.0997","43.6638","43.8407"
07/05/2024,"43.8447","44.1221","43.7528","43.9623"
07/08/2024,"44.0069","44.2876","43.8893","44.1140"
07/09/2024,"44.1058","44.3550","43.9691","44.0610"
07/10/2024,"44.0691","44.3387","43.9650","44.1343"
07/11/2024,"44.1303","44.7220","44.1180","44.5025"
07/12/2024,"44.5106","44.8268","44.2810","44.6663"
07/15/2024,"44.7318","45.0182","44.3707","44.7220"
07/16/2024,"44.7261","45.1992","44.6891","44.9605"
07/17/2024,"44.9687","45.5714","44.9440","45.4578"
07/18/2024,"45.4537","45.6432","45.1853","45.3840"
07/19/2024,"45.4256","45.4679","45.1039","45.2210"
07/22/2024,"45.2667","45.3298","44.8821","45.1453"
07/23/2024,"45.1536","45.2708","44.7831","44.8834"
07/24/2024,"44.8875","44.9837","44.6046","44.7212"
07/25/2024,"44.7130","44.8875","44.5496","44.7336"
07/26/2024,"44.7377","44.8917","44.5537","44.5660"
07/29/2024,"44.5783","44.7996","44.3018","44.4182"
07/30/2024,"44.4305","44.6965","44.2895","44.3977"
07/31/2024,"44.3854","44.6293","44.2690","44.4428"
08/01/2024,"44.4387","44.6353","44.2540","44.5191"
08/02/2024,"44.5067","45.0760","44.3402","45.0059"
08/05/2024,"44.9461","45.4142","44.8014","45.1832"
08/06/2024,"45.1667","45.2286","44.6663","44.8738"
08/07/2024,"44.8780","44.9708","44.6021","44.8369"
08/08/2024,"44.8451","45.0842","44.6675","44.8205"
08/09/2024,"44.8082","45.1522","44.7835","44.9256"
08/12/2024,"44.9708","45.3028","44.9173","45.2101"
08/13/2024,"45.2059","45.4912","45.0430","45.4623"
08/14/2024,"45.4540","45.6966","45.2630","45.5409"
08/15/2024,"45.5367","45.6510","45.0545","45.1560"
08/16/2024,"45.1436","45.5722","45.0422","45.4967"
08/19/2024,"45.5297","45.9619","45.3988","45.9536"
08/20/2024,"45.9494","46.0603","45.6824","46.0288"
08/21/2024,"46.0247","46.3266","45.3405","46.2230"
08/22/2024,"46.2189","46.2562","45.8882","45.9461"
08/23/2024,"45.9502","46.2473","45.8102","46.1691"
08/26/2024,"46.2434","46.4385","45.9708","46.2645"
08/27/2024,"46.2686","46.4135","46.0124","46.2562"
08/28/2024,"46.2521","46.2810","45.7156","45.8762"
08/29/2024,"45.8680","46.0577","45.5798","45.6989"
08/30/2024,"45.6947","45.8717","44.9558","45.4687"
09/02/2024,"45.5263","45.7848","45.4198","45.6741"
09/03/2024,"45.6782","45.8639","45.4317","45.6649"
09/04/2024,"45.6732","46.0247","45.4399","45.7112"
09/05/2024,"45.7195","45.8515","45.4689","45.7280"
09/06/2024,"45.7115","45.8802","45.4239","45.5142"
09/09/2024,"45.5512","45.6411","45.3049","45.4194"
09/10/2024,"45.4111","45.6897","45.3213","45.3494"
09/11/2024,"45.3453","45.8251","45.3329","45.4431"
09/12/2024,"45.4431","45.8096","45.4431","45.8014"
09/13/2024,"45.7972","46.0644","45.5716","45.9080"
09/16/2024,"45.9660","46.3544","45.8267","46.2639"
09/17/2024,"46.2597","46.4210","45.9668","46.1808"
09/18/2024,"46.1725","46.5007","46.0862","46.1933"
09/19/2024,"46.2016","46.6745","46.0354","46.3719"
09/20/2024,"46.3761","46.4550","46.0289","46.1611"
09/23/2024,"46.2107","46.2603","45.7195","45.9502"
09/24/2024,"45.9461","46.2971","45.8845","46.2273"
09/25/2024,"46.2314","46.5215","45.8762","45.9299"
09/26/2024,"45.9257","46.3595","45.8927","46.1155"
09/27/2024,"46.1072","46.3058","45.6948","46.0577"
09/30/2024,"46.0866","46.3348","45.8515","45.9340"
10/01/2024,"45.9257","46.1733","45.6659","45.7683"
10/02/2024,"45.7642","45.9897","45.5346","45.6773"
10/03/2024,"45.6732","45.8179","45.4142","45.5091"
10/04/2024,"45.5132","45.6318","45.1272","45.2781"
10/07/2024,"45.4127","45.5101","45.1478","45.2740"
10/08/2024,"45.2699","45.4623","45.1667","45.2987"
10/09/2024,"45.2740","45.3589","45.0778","45.1296"
10/10/2024,"45.1255","45.3401","44.9646","45.1214"
10/11/2024,"45.1090","45.2969","44.9749","45.1172"
10/14/2024,"45.1750","45.1977","44.8103","44.8967"
10/15/2024,"44.8926","45.1370","44.7815","44.8186"
10/16/2024,"44.8227","45.1163","44.7692","44.8037"
10/17/2024,"44.8079","45.0458","44.5975","44.6800"
10/18/2024,"44.6841","44.9629","44.6252","44.8285"
10/21/2024,"44.8697","45.0210","44.6334","44.7263"
10/22/2024,"44.7201","45.0340","44.6181","44.6601"
10/23/2024,"44.6518","44.8637","44.4119","44.5857"
10/24/2024,"44.5939","44.7924","44.3906","44.7718"
10/25/2024,"44.7800","44.9381","44.5099","44.6436"
10/28/2024,"44.6725","44.9384","44.5815","44.8220"
10/29/2024,"44.8137","44.9758","44.4449","44.8469"
10/30/2024,"44.8427","44.9620","44.5975","44.8958"
10/31/2024,"44.8917","45.0116","44.6581","44.8945"
11/01/2024,"44.8904","45.1785","44.6663","44.8007"
11/04/2024,"44.9950","45.4464","44.9151","45.2002"
11/05/2024,"45.2085","45.4495","45.0199","45.4121"
11/06/2024,"45.4204","45.4578","44.1929","44.4780"
11/07/2024,"44.4738","44.7718","44.3912","44.6766"
11/08/2024,"44.6684","44.7267","44.1970","44.3252"
11/11/2024,"44.3458","44.5520","43.9004","44.0688"
11/12/2024,"44.0523","44.1864","43.8827","44.0344"
11/13/2024,"44.0386","44.1739","43.6512","43.6842"
11/14/2024,"43.6884","44.0609","43.3413","43.5437"
11/15/2024,"43.5561","43.8438","43.4442","43.5891"
11/18/2024,"43.6140","43.9122","43.5519","43.7189"
11/19/2024,"43.7230","43.8811","43.4590","43.8166"
11/20/2024,"43.8083","43.8827","43.3948","43.6015"
11/21/2024,"43.6057","43.7153","43.2625","43.3204"
11/22/2024,"43.3162","43.6088","42.8365","43.0929"
11/25/2024,"43.1764","43.7584","43.1042","43.6172"
11/26/2024,"43.6047","43.9231","43.3180","43.5798"
11/27/2024,"43.5714","44.1053","43.5424","44.0137"
11/28/2024,"44.0095","44.0609","43.6531","43.9679"
11/29/2024,"43.9637","44.2321","43.8291","44.0637"
12/02/2024,"44.0678","44.0869","43.6379","43.8313"
12/03/2024,"43.8271","44.1755","43.7687","43.8730"
12/04/2024,"43.8689","44.0958","43.6721","43.8814"
12/05/2024,"43.8856","44.1136","43.7335","44.1053"
12/06/2024,"44.0886","44.1698","43.7339","43.9080"
12/09/2024,"43.9454","44.1319","43.7194","43.7484"
12/10/2024,"43.7443","44.0995","43.7360","43.9607"
12/11/2024,"43.9565","44.0116","43.6088","43.8229"
12/12/2024,"43.8271","44.0241","43.5465","43.7060"
12/13/2024,"43.7102","44.0241","43.5472","43.8480"
12/16/2024,"43.8438","44.0538","43.6504","43.9949"
12/17/2024,"43.9990","44.1631","43.6513","44.0161"
12/18/2024,"44.0287","44.2639","43.5071","43.5365"
12/19/2024,"43.5491","44.1139","43.4440","43.5786"
12/20/2024,"43.5870","43.8357","43.4801","43.7518"
12/23/2024,"43.7686","43.9360","43.4843","43.8634"
12/24/2024,"43.8592","43.8972","43.4927","43.6301"
12/25/2024,"43.6343","43.6427","43.6259","43.6343"
12/26/2024,"43.6511","43.7602","43.4054","43.7308"
12/27/2024,"43.7224","44.0025","43.5554","43.8477"
12/30/2024,"43.8435","44.1830","43.6847","43.8677"
12/31/2024,"43.8719","44.1266","43.4987","43.5449"
01/01/2025,"43.5491","43.7351","43.5281","43.5617"
01/02/2025,"43.5786","43.8154","43.1005","43.2733"
01/03/2025,"43.2649","43.7172","43.2354","43.5577"
01/06/2025,"43.5788","44.2138","43.3725","44.0080"
01/07/2025,"44.0038","44.4031","43.7878","43.7921"
01/08/2025,"43.7963","44.0542","43.4563","43.7031"
01/09/2025,"43.6989","43.8670","43.3787","43.7257"
01/10/2025,"43.7469","43.8912","43.1441","43.4278"
01/13/2025,"43.4406","43.5350","43.0803","43.4922"
01/14/2025,"43.4582","43.6650","43.1764","43.6565"
01/15/2025,"43.6438","43.7563","43.3263","43.4774"
01/16/2025,"43.4816","43.7214","43.2776","43.5323"
01/17/2025,"43.5154","43.5999","43.2464","43.3113"
01/20/2025,"43.4377","44.0858","43.2733","44.0055"
01/21/2025,"44.0098","44.0943","43.4987","43.9604"
01/22/2025,"43.9646","44.0700","43.6805","43.7762"
01/23/2025,"43.7804","44.0267","43.6164","43.7972"
01/24/2025,"43.8056","44.2681","43.7479","44.0622"
01/27/2025,"44.0706","44.3903","43.8860","44.1210"
01/28/2025,"44.1168","44.3072","43.7266","43.8603"
01/29/2025,"43.8645","43.9604","43.4717","43.7182"
01/30/2025,"43.7224","43.8351","43.3306","43.3929"
01/31/2025,"43.3887","43.6595","43.2057","43.2677"
02/03/2025,"43.2635","43.3776","42.7808","43.2876"
02/04/2025,"43.2918","43.3762","42.7850","43.3345"
02/05/2025,"43.3261","43.5596","43.1019","43.2224"
02/06/2025,"43.2349","43.4305","42.8448","43.1435"
02/07/2025,"43.1518","43.2432","42.8235","42.9150"
02/10/2025,"42.9357","43.2541","42.7155","42.8235"
02/11/2025,"42.8277","43.3470","42.7903","43.2593"
02/12/2025,"43.2635","43.6559","43.0853","43.4550"
02/13/2025,"43.4759","43.8191","43.2806","43.7982"
02/14/2025,"43.8023","43.8396","43.4883","43.5964"
02/17/2025,"43.6172","43.7728","43.4044","43.5590"
02/18/2025,"43.5714","43.6977","43.3595","43.4011"
02/19/2025,"43.4052","43.7521","43.3389","43.5182"
02/20/2025,"43.5223","43.8021","43.3512","43.7430"
02/21/2025,"43.7388","43.8146","43.3712","43.5680"
02/24/2025,"43.5930","43.9406","43.4500","43.8107"
02/25/2025,"43.8023","43.9657","43.5930","43.9023"
02/26/2025,"43.9064","43.9656","43.5341","43.6721"
02/27/2025,"43.6763","43.8191","43.1975","43.2058"
02/28/2025,"43.2141","43.5756","43.0438","43.1186"
03/03/2025,"43.1269","43.7471","43.0852","43.6888"
03/04/2025,"43.6805","44.1615","43.4790","44.1573"
03/05/2025,"44.1615","44.6518","43.7807","44.6105"
03/06/2025,"44.6188","44.9384","44.1749","44.6064"
03/07/2025,"44.5981","45.0334","44.5511","44.6882"
03/10/2025,"44.6965","44.9620","44.4935","44.8048"
